input_index,input_label,input_url,normalized_input_url,canonical_name,canonical_official_url,canonical_repository_url,existing_catalog_id,decision,resulting_catalog_id,duplicate_of_input_index,categories,license_model,license_spdx,status,needs_review,primary_evidence,notes
95,function-sdk-csharp,https://github.com/IvanJosipovic/function-sdk-csharp,https://github.com/IvanJosipovic/function-sdk-csharp,Crossplane function SDK for C#,,https://github.com/IvanJosipovic/function-sdk-csharp,,ADD,crossplane-function-sdk-csharp,,infrastructure-as-code,oss,MIT,active,false,https://github.com/IvanJosipovic/function-sdk-csharp;https://github.com/IvanJosipovic/function-sdk-csharp/blob/alpha/LICENSE;https://github.com/IvanJosipovic/function-sdk-csharp/blob/alpha/README.md,"Retained as a Crossplane composition-function implementation choice, not a general C# SDK. Upstream commit observed 2026-09-02T23:16:29Z; archived=false. Independent scope review: implements the Crossplane composition-function contract with gRPC hosting, TLS/logging setup, templates and XRD/CRD model generation. This is a platform function-runtime implementation choice, unlike a general language binding. Emerging maturity reflects the alpha upstream and evolving integration; active does not imply production maturity."
96,aks-kargo-analysisrun-logs,https://github.com/IvanJosipovic/aks-kargo-analysisrun-logs,https://github.com/IvanJosipovic/aks-kargo-analysisrun-logs,AKS Kargo AnalysisRun logs,,https://github.com/IvanJosipovic/aks-kargo-analysisrun-logs,,ADD,aks-kargo-analysisrun-logs,,cd-gitops-release-promotion,oss,MIT,active,false,https://github.com/IvanJosipovic/aks-kargo-analysisrun-logs;https://github.com/IvanJosipovic/aks-kargo-analysisrun-logs/blob/main/LICENSE;https://github.com/IvanJosipovic/aks-kargo-analysisrun-logs/blob/main/README.md;https://github.com/IvanJosipovic/aks-kargo-analysisrun-logs/commit/291300e107f6c8d5dbe79c1242cde6b42cf0692f,Operational adoption: You use Kargo with AKS logs stored in Azure Log Analytics and need that integration in promotion workflows. Upstream commit observed 2026-08-29T10:10:15Z; archived=false.
97,Better Stack,https://betterstack.com/,https://betterstack.com/,Better Stack,https://betterstack.com/,,,ADD,better-stack,,monitoring-metrics-logs-tracing,commercial,,active,false,https://betterstack.com/;https://betterstack.com/pricing,Operational adoption: You want managed telemetry and incident workflows and can accept the service's retention and usage billing.
98,Kubiya,https://kubiya.mintlify.app/introduction/what-is-kubiya,https://kubiya.mintlify.app/introduction/what-is-kubiya,Kubiya,,,,NEEDS_REVIEW,,,,commercial,,needs-review,true,https://kubiya.mintlify.app/introduction/what-is-kubiya;https://www.kubiya.ai/terms;https://www.kubiya.ai/pricing,"Independent re-review: the supplied Mintlify documentation establishes an infrastructure-agent platform. Published vendor terms and pricing establish a commercial offering, but kubiya.ai vendor endpoints failed fresh DNS resolution on 2026-09-09; cached terms do not establish current availability or the relationship to the documented offering. Ledger-only NEEDS_REVIEW pending current authoritative product verification, not because no public licence terms exist."
99,ast-grep,https://ast-grep.github.io/,https://ast-grep.github.io/,ast-grep,https://ast-grep.github.io/,https://github.com/ast-grep/ast-grep,,ADD,ast-grep,,developer-experience-local-environments,oss,MIT,active,false,https://github.com/ast-grep/ast-grep;https://github.com/ast-grep/ast-grep/blob/main/LICENSE;https://ast-grep.github.io/;https://github.com/ast-grep/ast-grep/blob/main/README.md;https://github.com/ast-grep/ast-grep/commit/fc2b1530db74de49131b725221de98036a552a9f,Operational adoption: You maintain infrastructure code or repository-wide policies and need structural checks beyond text matching. Upstream commit observed 2026-09-04T19:14:52Z; archived=false.
100,Trunk,https://trunk.io/,https://trunk.io/,Trunk,https://trunk.io/,,,ADD,trunk,,ci-build-testing,commercial,,active,false,https://trunk.io/;https://trunk.io/pricing,Operational adoption: You need coordinated repository quality checks and CI workflow services with appropriate plan controls.
101,groundcover,https://www.groundcover.com/,https://www.groundcover.com/,groundcover,https://www.groundcover.com/,,,ADD,groundcover,,monitoring-metrics-logs-tracing,commercial,,active,false,https://www.groundcover.com/;https://www.groundcover.com/pricing,Operational adoption: You want managed observability capabilities while retaining the documented data plane in your cloud.
102,OpenObserve,https://openobserve.ai/,https://openobserve.ai/,OpenObserve,https://openobserve.ai/,https://github.com/openobserve/openobserve,openobserve,UPDATE_EXISTING,openobserve,,monitoring-metrics-logs-tracing,open-core,AGPL-3.0-only,active,false,legacy:5_Monitoring-Observability/README.md#L59;legacy:devopstools_final.md#L767;https://github.com/openobserve/openobserve;https://github.com/openobserve/openobserve/blob/main/LICENSE;https://openobserve.ai/;https://github.com/openobserve/openobserve/blob/main/README.md;https://openobserve.ai/pricing/,"Open-source core and enterprise offerings distinguished; unsupported cost marketing removed from guidance. Upstream commit observed 2026-09-08T13:16:17Z; archived=false. Fields changed: avoid_when, commercial_offering, documentation_url, license_model, license_spdx, maturity, needs_review, official_url, repository_archived, sources, status, summary, use_when, verified_on. Independent review: AGPL-3.0-only identifies the Open Source Edition under README/LICENSE; Enterprise and hosted capabilities remain outside that core grant."
103,Unzip.dev,https://unzip.dev/,https://unzip.dev/,Unzip.dev,,,,SKIP_OUT_OF_SCOPE,,,,,,,,https://unzip.dev/,Broad developer/startup trend newsletter; occasional FinOps and workflow articles do not establish a sufficiently focused operational maintenance resource.
104,DevOps'ish,https://devopsish.com/,https://devopsish.com/,DevOps'ish,https://devopsish.com/,,,ADD,devopsish,,documentation-learning-career,documentation,,active,false,https://devopsish.com/,Operational adoption: You want a regular discovery feed for operational technology changes and will verify technical claims upstream.
105,selfh.st,https://selfh.st/,https://selfh.st/,selfh.st,https://selfh.st/,,,ADD,selfhst,,documentation-learning-career,documentation,,active,false,https://selfh.st/,Operational adoption: You maintain self-hosted services or homelabs and want a regular discovery source for project changes.
106,DevOps Bulletin,https://www.devopsbulletin.com/,https://www.devopsbulletin.com/,DevOps Bulletin,https://www.devopsbulletin.com/,,,ADD,devops-bulletin,,documentation-learning-career,documentation,,active,false,https://www.devopsbulletin.com/,Operational adoption: You want a maintained operational-engineering reading list for discovering tools and practices.
107,llgo,https://github.com/xgo-dev/llgo,https://github.com/xgo-dev/llgo,llgo,,https://github.com/xgo-dev/llgo,,SKIP_OUT_OF_SCOPE,,,,,,,,https://github.com/xgo-dev/llgo;https://github.com/xgo-dev/llgo,"LLVM-based Go compiler primarily targeting C ecosystem interoperability, application development, and embedded workloads; no distinct infrastructure operating requirement established."
108,tailcat,https://tailscale.com/tailcat,https://tailscale.com/tailcat,tailcat,https://tailscale.com/tailcat,https://github.com/tailscale/tailcat,,ADD,tailcat,,foundations-linux-scripting,oss,BSD-3-Clause,active,false,https://github.com/tailscale/tailcat;https://github.com/tailscale/tailcat/blob/main/LICENSE;https://tailscale.com/tailcat;https://github.com/tailscale/tailcat/blob/main/README.md;https://github.com/tailscale/tailcat/commit/7a50a1abd8bca63432afbcc5c04dd278c7029e31,"Distinct from existing Tailscale: no tailnet accounts/governance, short-lived address-based connections. Unstable interface and public relays warrant emerging maturity. Upstream commit observed 2026-09-05T22:04:09Z; archived=false."
109,vgpu,https://vgpu.sh/,https://vgpu.sh/,vgpu,,,,SKIP_OUT_OF_SCOPE,,,,,,,,https://vgpu.sh/,"WebGPU application library, not virtual-GPU provisioning or infrastructure management. Agent examples do not change its implementation-dependency scope."
110,turbokv,https://crates.io/crates/turbokv,https://crates.io/crates/turbokv,turbokv,,https://github.com/kingroryg/turbokv,,SKIP_OUT_OF_SCOPE,,,,,,,,https://crates.io/crates/turbokv;https://github.com/kingroryg/turbokv,Embedded Rust key-value implementation dependency rather than an independently operated datastore or documented infrastructure platform decision.
111,StyleX,https://stylexjs.com/,https://stylexjs.com/,StyleX,,https://github.com/facebook/stylex,,SKIP_OUT_OF_SCOPE,,,,,,,,https://stylexjs.com/;https://github.com/facebook/stylex,UI styling library; no direct infrastructure operating or delivery-control capability established.
112,Codemod,https://codemod.com/,https://codemod.com/,Codemod,https://codemod.com/,https://github.com/codemod/codemod,,ADD,codemod,,developer-experience-local-environments,open-core,Apache-2.0,active,false,https://github.com/codemod/codemod;https://github.com/codemod/codemod/blob/main/LICENSE;https://codemod.com/;https://github.com/codemod/codemod/blob/main/README.md;https://codemod.com/pricing;https://github.com/codemod/codemod/commit/2c505cdc322e0cc4182a2e5610c986adf375b24a,Apache engine and commercial campaigns/governance features distinguished as open-core. Upstream commit observed 2026-09-02T23:21:05Z; archived=false.
113,METATRON,https://github.com/sooryathejas/METATRON,https://github.com/sooryathejas/METATRON,METATRON,,https://github.com/sooryathejas/METATRON,,ADD,metatron,,application-cloud-security,oss,MIT,active,false,https://github.com/sooryathejas/METATRON;https://github.com/sooryathejas/METATRON/blob/main/LICENSE;https://github.com/sooryathejas/METATRON/blob/main/README.md;https://github.com/sooryathejas/METATRON/commit/9dd2ee3daa33397453c76e9fcba446f117d22cb6,"Security lab assistant, not proven production security automation. Maintained upstream and install documentation support experimental status; model conclusions require independent verification. Upstream commit observed 2026-04-11T07:16:24Z; archived=false."
114,OpsQuiz,https://opsquiz.org/,https://opsquiz.org/,OpsQuiz,https://opsquiz.org/,,,ADD,opsquiz,,documentation-learning-career,documentation,,active,false,https://opsquiz.org/,Operational adoption: You want supplementary interview or knowledge-gap practice with immediate explanations.
115,Hoppscotch,https://hoppscotch.io/,https://hoppscotch.io/,Hoppscotch,https://hoppscotch.io/,https://github.com/hoppscotch/hoppscotch,,ADD,hoppscotch,,developer-experience-local-environments,open-core,MIT,active,false,https://github.com/hoppscotch/hoppscotch;https://github.com/hoppscotch/hoppscotch/blob/main/LICENSE;https://hoppscotch.io/;https://github.com/hoppscotch/hoppscotch/blob/main/README.md;https://docs.hoppscotch.io/documentation/self-host/community-edition/install-and-build;https://github.com/hoppscotch/hoppscotch/commit/ac145e7f758151b41fd46d3e5f513886ce9068ba,Operational adoption: You need browser-oriented API requests and testing with a deployment model suited to your team's data policies. Upstream commit observed 2026-08-28T14:09:30Z; archived=false.
116,mise,https://mise.jdx.dev/,https://mise.jdx.dev/,mise,https://mise.jdx.dev/,https://github.com/jdx/mise,,ADD,mise,,developer-experience-local-environments,oss,MIT,active,false,https://github.com/jdx/mise;https://github.com/jdx/mise/blob/main/LICENSE;https://mise.jdx.dev/;https://github.com/jdx/mise/commit/d90aa74a808f609294d087b1bf2e646fe31a0daf,Operational adoption: You need consistent tool versions and commands across development machines and CI jobs. Upstream commit observed 2026-09-08T13:48:45Z; archived=false.
117,ripgrep,https://github.com/BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,ripgrep,,https://github.com/BurntSushi/ripgrep,,ADD,ripgrep,,foundations-linux-scripting,oss,MIT OR Unlicense,active,false,https://github.com/BurntSushi/ripgrep;https://github.com/BurntSushi/ripgrep/blob/master/UNLICENSE;https://github.com/BurntSushi/ripgrep/blob/master/README.md,"Operational adoption: You inspect logs, configuration, and repositories interactively or in controlled automation."
118,RustSec Advisory Database,https://rustsec.org/,https://rustsec.org/,RustSec Advisory Database,https://rustsec.org/,https://github.com/rustsec/advisory-db,,ADD,rustsec-advisory-db,,software-supply-chain-security,documentation,,active,false,https://github.com/rustsec/advisory-db;https://github.com/rustsec/advisory-db/blob/main/LICENSE.txt;https://rustsec.org/;https://github.com/rustsec/advisory-db/blob/main/README.md;https://github.com/rustsec/advisory-db/commit/bf25f6575a93a35f30796c65c0ed91bee7fa19fd,"Advisory content uses CC0 with explicitly marked CC-BY-4.0 exceptions; documentation model, no single licence applied to every advisory. Upstream commit observed 2026-09-08T09:58:15Z; archived=false."
119,cargo-deny,https://github.com/EmbarkStudios/cargo-deny,https://github.com/EmbarkStudios/cargo-deny,cargo-deny,,https://github.com/EmbarkStudios/cargo-deny,,ADD,cargo-deny,,software-supply-chain-security,oss,MIT OR Apache-2.0,active,false,https://github.com/EmbarkStudios/cargo-deny;https://github.com/EmbarkStudios/cargo-deny/blob/main/LICENSE-APACHE;https://github.com/EmbarkStudios/cargo-deny/blob/main/README.md;https://github.com/EmbarkStudios/cargo-deny/commit/79d7f54dc1bfd8cc8105fac917d3dcc7675eb026,Operational adoption: You enforce Rust dependency policy in CI with explicit exception and licence rules. Upstream commit observed 2026-09-03T18:06:16Z; archived=false.
120,just,https://just.systems/,https://just.systems/,just,https://just.systems/,https://github.com/casey/just,,ADD,just,,foundations-linux-scripting,oss,CC0-1.0,active,false,https://github.com/casey/just;https://github.com/casey/just/blob/master/LICENSE;https://just.systems/;https://github.com/casey/just/blob/master/README.md;https://github.com/casey/just/commit/5969e396f4e5c98b64a5df929e3ee67629295d6e,Operational adoption: You need repeatable development and operations commands without a full build system. Upstream commit observed 2026-09-01T20:47:55Z; archived=false.
121,xh tracked URL,https://github.com/ducaale/xh?utm_source=chatgpt.com,https://github.com/ducaale/xh,xh,,https://github.com/ducaale/xh,,ADD,xh,,foundations-linux-scripting,oss,MIT,active,false,https://github.com/ducaale/xh;https://github.com/ducaale/xh/blob/master/LICENSE;https://github.com/ducaale/xh/blob/master/README.md;https://github.com/ducaale/xh/commit/2404aceecc08b0b2d100fedc96f57745cd5904dc,Operational adoption: You debug HTTP APIs or script controlled requests with readable command syntax. Upstream commit observed 2026-09-05T09:34:49Z; archived=false.
122,hyperfine,https://github.com/sharkdp/hyperfine?utm_source=chatgpt.com,https://github.com/sharkdp/hyperfine,hyperfine,,https://github.com/sharkdp/hyperfine,,ADD,hyperfine,,chaos-performance-engineering,oss,MIT OR Apache-2.0,active,false,https://github.com/sharkdp/hyperfine;https://github.com/sharkdp/hyperfine/blob/master/LICENSE-APACHE;https://github.com/sharkdp/hyperfine/blob/master/README.md;https://github.com/sharkdp/hyperfine/commit/f12f3d9f86f3643b3b7deace5e160b1f0f44d2b7,"Operational adoption: You compare operational commands or build steps and can control warmup, caches, and environment noise. Upstream commit observed 2026-04-30T08:23:22Z; archived=false."
123,delta,https://dandavison.github.io/delta/,https://dandavison.github.io/delta/,delta,https://dandavison.github.io/delta/,https://github.com/dandavison/delta,,ADD,delta,,developer-experience-local-environments,oss,MIT,active,false,https://github.com/dandavison/delta;https://github.com/dandavison/delta/blob/main/LICENSE;https://dandavison.github.io/delta/;https://github.com/dandavison/delta/blob/main/README.md;https://github.com/dandavison/delta/commit/9d730c043d40037fa494da0994a68bd6526fafb9,Operational adoption: You review infrastructure-code changes in a terminal and want syntax-aware diff presentation. Upstream commit observed 2026-09-02T15:36:17Z; archived=false.
124,Hurl,https://hurl.dev/?utm_source=chatgpt.com,https://hurl.dev/,Hurl,https://hurl.dev/,https://github.com/Orange-OpenSource/hurl,,ADD,hurl,,ci-build-testing,oss,Apache-2.0,active,false,https://github.com/Orange-OpenSource/hurl;https://github.com/Orange-OpenSource/hurl/blob/master/LICENSE;https://hurl.dev/;https://github.com/Orange-OpenSource/hurl/blob/master/README.md;https://github.com/Orange-OpenSource/hurl/commit/10d4eec1861c767562bd6b368f3bfa494f404340,Operational adoption: You need versioned API smoke tests and response assertions in delivery pipelines. Upstream commit observed 2026-09-08T11:21:54Z; archived=false.
125,sccache,https://github.com/mozilla/sccache?utm_source=chatgpt.com,https://github.com/mozilla/sccache,sccache,,https://github.com/mozilla/sccache,,ADD,sccache,,ci-build-testing,oss,Apache-2.0,active,false,https://github.com/mozilla/sccache;https://github.com/mozilla/sccache/blob/main/LICENSE;https://github.com/mozilla/sccache/blob/main/README.md;https://github.com/mozilla/sccache/commit/05aafc82b9311edba4747a4656c106512ff181e8,Operational adoption: You need to reuse compilation outputs across compatible CI or developer builds. Upstream commit observed 2026-09-03T08:06:22Z; archived=false.
126,cargo-binstall,https://github.com/cargo-bins/cargo-binstall?utm_source=chatgpt.com,https://github.com/cargo-bins/cargo-binstall,cargo-binstall,,https://github.com/cargo-bins/cargo-binstall,,ADD,cargo-binstall,,artifact-package-management,oss,GPL-3.0-only,active,false,https://github.com/cargo-bins/cargo-binstall;https://github.com/cargo-bins/cargo-binstall/blob/main/crates/bin/LICENSE;https://github.com/cargo-bins/cargo-binstall/blob/main/README.md;https://github.com/cargo-bins/cargo-binstall/commit/b874e25ea559687bec77e281e9b271aa1367b624,Executable crate GPL-3.0-only verified in crates/bin/Cargo.toml and crates/bin/LICENSE; missing root LICENSE is not evidence of no licence. Upstream commit observed 2026-09-05T16:34:07Z; archived=false.
127,eza,https://eza.rocks/,https://eza.rocks/,eza,https://eza.rocks/,https://github.com/eza-community/eza,,ADD,eza,,foundations-linux-scripting,oss,EUPL-1.2,active,false,https://github.com/eza-community/eza;https://github.com/eza-community/eza/blob/main/LICENSE.txt;https://eza.rocks/;https://github.com/eza-community/eza/blob/main/README.md;https://github.com/eza-community/eza/commit/471bfbc7b03cbac8c738e8d9050edb06ee79132a,Operational adoption: You inspect files interactively and want richer listings during local administration. Upstream commit observed 2026-07-09T09:35:56Z; archived=false.
128,bottom,https://bottom.pages.dev/stable/,https://bottom.pages.dev/stable/,bottom,https://bottom.pages.dev/stable/,https://github.com/ClementTsang/bottom,,ADD,bottom,,monitoring-metrics-logs-tracing,oss,MIT,active,false,https://github.com/ClementTsang/bottom;https://github.com/ClementTsang/bottom/blob/main/LICENSE;https://bottom.pages.dev/stable/;https://github.com/ClementTsang/bottom/commit/b77d3175028849824e987c35177e8f61450d72e7,Operational adoption: You need interactive host troubleshooting without deploying a monitoring backend. Upstream commit observed 2026-09-07T04:16:57Z; archived=false.
129,jaq tracked URL,https://github.com/01mf02/jaq?utm_source=chatgpt.com,https://github.com/01mf02/jaq,jaq,,https://github.com/01mf02/jaq,,ADD,jaq,,foundations-linux-scripting,oss,MIT,active,false,https://github.com/01mf02/jaq;https://github.com/01mf02/jaq/blob/main/LICENSE-MIT;https://github.com/01mf02/jaq/blob/main/README.md;https://github.com/01mf02/jaq/commit/f167ad43872b14ef4355922331830571ddbe7dae,Operational adoption: You transform structured command output and can test filter compatibility with your required jq features. Upstream commit observed 2026-08-28T16:01:33Z; archived=false.
130,watchexec,https://watchexec.github.io/,https://watchexec.github.io/,Watchexec,https://watchexec.github.io/,https://github.com/watchexec/watchexec,,ADD,watchexec,,developer-experience-local-environments,oss,Apache-2.0,active,false,https://github.com/watchexec/watchexec;https://github.com/watchexec/watchexec/blob/main/LICENSE;https://watchexec.github.io/;https://github.com/watchexec/watchexec/blob/main/README.md;https://github.com/watchexec/watchexec/commit/98761fee4102197b8603708e2718a4eb88fda13f,Operational adoption: You want local tests or validation commands to rerun when selected files change. Upstream commit observed 2026-09-06T04:27:09Z; archived=false.
131,Atuin,https://atuin.sh/,https://atuin.sh/,Atuin,https://atuin.sh/,https://github.com/atuinsh/atuin,,ADD,atuin,,foundations-linux-scripting,oss,MIT,active,false,https://github.com/atuinsh/atuin;https://github.com/atuinsh/atuin/blob/main/LICENSE;https://atuin.sh/;https://github.com/atuinsh/atuin/blob/main/README.md;https://github.com/atuinsh/atuin/commit/34ee7405623d40f9c956c142c4d5750756eec573,Operational adoption: You need searchable command history across machines and can govern history storage and synchronization. Upstream commit observed 2026-09-07T21:46:18Z; archived=false.
132,oha,https://github.com/hatoo/oha?utm_source=chatgpt.com,https://github.com/hatoo/oha,oha,,https://github.com/hatoo/oha,,ADD,oha,,chaos-performance-engineering,oss,MIT,active,false,https://github.com/hatoo/oha;https://github.com/hatoo/oha/blob/master/LICENSE;https://github.com/hatoo/oha/blob/master/README.md;https://github.com/hatoo/oha/commit/4efba2d113d165aaaf7533f5d2893e7cc57ebfc1,Operational adoption: You run controlled endpoint load tests and can choose suitable concurrency and rate limits. Upstream commit observed 2026-09-08T07:06:10Z; archived=false.
133,Sniffnet,https://sniffnet.app/,https://sniffnet.app/,Sniffnet,https://sniffnet.app/,https://github.com/GyulyVGC/sniffnet,,ADD,sniffnet,,monitoring-metrics-logs-tracing,oss,Apache-2.0,active,false,https://github.com/GyulyVGC/sniffnet;https://github.com/GyulyVGC/sniffnet/blob/main/LICENSE-APACHE;https://sniffnet.app/;https://github.com/GyulyVGC/sniffnet/blob/main/README.md;https://github.com/GyulyVGC/sniffnet/commit/ec3fba2e64af615ae014b5248f46e3d28f2460ae,Operational adoption: You troubleshoot traffic on an authorized host and can provide packet-capture permissions. Upstream commit observed 2026-09-07T20:41:24Z; archived=false.
134,gping,https://github.com/orf/gping,https://github.com/orf/gping,gping,,https://github.com/orf/gping,,ADD,gping,,foundations-linux-scripting,oss,MIT,active,false,https://github.com/orf/gping;https://github.com/orf/gping/blob/main/LICENSE;https://github.com/orf/gping/blob/main/readme.md;https://github.com/orf/gping/commit/681bd79b18ea21783cb54ac2b95a1768d64792fb,Operational adoption: You need an immediate visual comparison of ICMP response times during network troubleshooting. Upstream commit observed 2026-08-31T20:14:57Z; archived=false.
135,cargo-vet,https://mozilla.github.io/cargo-vet/?utm_source=chatgpt.com,https://mozilla.github.io/cargo-vet/,cargo-vet,https://mozilla.github.io/cargo-vet/,https://github.com/mozilla/cargo-vet,,ADD,cargo-vet,,software-supply-chain-security,oss,MIT OR Apache-2.0,active,false,https://github.com/mozilla/cargo-vet;https://github.com/mozilla/cargo-vet/blob/main/LICENSE-APACHE;https://mozilla.github.io/cargo-vet/;https://github.com/mozilla/cargo-vet/blob/main/README.md;https://github.com/mozilla/cargo-vet/commit/fb5cc28663eb4ec5e7b136413c012457063b4d81,Operational adoption: You maintain a Rust dependency-review process and can fund review and audit-policy upkeep. Upstream commit observed 2026-04-19T20:31:07Z; archived=false.
136,cargo-semver-checks,https://github.com/obi1kenobi/cargo-semver-checks?utm_source=chatgpt.com,https://github.com/obi1kenobi/cargo-semver-checks,cargo-semver-checks,,https://github.com/obi1kenobi/cargo-semver-checks,,ADD,cargo-semver-checks,,ci-build-testing,oss,MIT OR Apache-2.0,active,false,https://github.com/obi1kenobi/cargo-semver-checks;https://github.com/obi1kenobi/cargo-semver-checks/blob/main/LICENSE-APACHE;https://github.com/obi1kenobi/cargo-semver-checks/blob/main/README.md;https://github.com/obi1kenobi/cargo-semver-checks/commit/b778c28f67b6a537bab95a344c9aac38706f02cc,Upstream also offers commercial support for nightly compatibility; OSS CLI and support service remain distinct. Operational adoption: You publish Rust libraries and want release checks against a selected baseline API. Upstream commit observed 2026-08-29T20:34:55Z; archived=false.
137,cargo-dist,https://github.com/axodotdev/cargo-dist?utm_source=chatgpt.com,https://github.com/axodotdev/cargo-dist,dist (cargo-dist),,https://github.com/axodotdev/cargo-dist,,ADD,cargo-dist,,cd-gitops-release-promotion,oss,Apache-2.0,active,false,https://github.com/axodotdev/cargo-dist;https://github.com/axodotdev/cargo-dist/blob/main/LICENSE-APACHE;https://github.com/axodotdev/cargo-dist/blob/main/README.md,"Operational adoption: You publish command-line applications and want generated release workflows across target platforms. Upstream commit observed 2026-09-04T20:14:32Z; archived=false. Independent identity review: upstream README names the project dist, formerly cargo-dist. Stable catalogue ID retained; display name includes both for continuity."
138,cargo-chef,https://github.com/LukeMathWalker/cargo-chef,https://github.com/LukeMathWalker/cargo-chef,cargo-chef,,https://github.com/LukeMathWalker/cargo-chef,,ADD,cargo-chef,,ci-build-testing,oss,MIT OR Apache-2.0,active,false,https://github.com/LukeMathWalker/cargo-chef;https://github.com/LukeMathWalker/cargo-chef/blob/main/LICENSE-APACHE;https://github.com/LukeMathWalker/cargo-chef/blob/main/README.md;https://github.com/LukeMathWalker/cargo-chef/commit/dd01a86e7427fe2ceebf0eec13d0c6ad7c21def8,Operational adoption: You build Rust services in containers and want to preserve dependency layers across application changes. Upstream commit observed 2026-08-12T06:18:40Z; archived=false.
139,cargo-nextest,https://nexte.st/,https://nexte.st/,cargo-nextest,https://nexte.st/,https://github.com/nextest-rs/nextest,,ADD,cargo-nextest,,ci-build-testing,oss,MIT OR Apache-2.0,active,false,https://github.com/nextest-rs/nextest;https://github.com/nextest-rs/nextest/blob/main/LICENSE-APACHE;https://nexte.st/;https://github.com/nextest-rs/nextest/blob/main/README.md;https://github.com/nextest-rs/nextest/commit/e499f2b15bb59415e8cf452560b73bf4d92a1835,Operational adoption: You maintain Rust projects and need configurable test execution and CI feedback. Upstream commit observed 2026-09-06T23:14:36Z; archived=false.
140,fd,https://github.com/sharkdp/fd,https://github.com/sharkdp/fd,fd,,https://github.com/sharkdp/fd,fd,UPDATE_EXISTING,fd,,foundations-linux-scripting,oss,MIT OR Apache-2.0,active,false,https://github.com/sharkdp/fd;https://github.com/sharkdp/fd/blob/master/LICENSE-APACHE;https://github.com/sharkdp/fd/blob/master/README.md;https://github.com/sharkdp/fd/commit/bb80489efb9fe2bdeabe1844feb5ee0af6fc9b1c,"Existing fd ID retained and primary licensing/lifecycle verification completed. Upstream commit observed 2026-09-07T05:00:45Z; archived=false. Fields changed: avoid_when, documentation_url, license_spdx, lifecycle_stages, maturity, needs_review, repository_archived, sources, status, use_when, verified_on."
141,jaq canonical URL,https://github.com/01mf02/jaq,https://github.com/01mf02/jaq,jaq,,https://github.com/01mf02/jaq,,SKIP_DUPLICATE,jaq,129,foundations-linux-scripting,oss,MIT,active,false,https://github.com/01mf02/jaq;https://github.com/01mf02/jaq/blob/main/LICENSE-MIT;https://github.com/01mf02/jaq/blob/main/README.md,"Same semantic identity as occurrence 129; site/repository, locale, or tracking variant. "
142,xh canonical URL,https://github.com/ducaale/xh,https://github.com/ducaale/xh,xh,,https://github.com/ducaale/xh,,SKIP_DUPLICATE,xh,121,foundations-linux-scripting,oss,MIT,active,false,https://github.com/ducaale/xh;https://github.com/ducaale/xh/blob/master/LICENSE;https://github.com/ducaale/xh/blob/master/README.md,"Same semantic identity as occurrence 121; site/repository, locale, or tracking variant. "
143,ouch,https://crates.io/crates/ouch,https://crates.io/crates/ouch,ouch,https://github.com/ouch-org/ouch,https://github.com/ouch-org/ouch,,ADD,ouch,,foundations-linux-scripting,oss,MIT,active,false,https://github.com/ouch-org/ouch;https://github.com/ouch-org/ouch/blob/main/LICENSE;https://github.com/ouch-org/ouch/blob/main/README.md;https://github.com/ouch-org/ouch/commit/0f8a36c38117eb8d71cb054adb2ba8dd7dadb942,Package discovery URL resolved to ouch-org/ouch; package URL 404 did not cause a dead-project classification. Upstream commit observed 2026-09-05T15:47:34Z; archived=false. Independent licence review: MIT covers ouch code; upstream documents restrictive RAR extraction dependencies and a build option to exclude RAR support.
144,kubectl-view-allocations,https://crates.io/crates/kubectl-view-allocations,https://crates.io/crates/kubectl-view-allocations,kubectl-view-allocations,https://github.com/davidB/kubectl-view-allocations,https://github.com/davidB/kubectl-view-allocations,,ADD,kubectl-view-allocations,,kubernetes-distributions-operations,oss,CC0-1.0,active,false,https://github.com/davidB/kubectl-view-allocations;https://github.com/davidB/kubectl-view-allocations/blob/master/LICENSE.txt;https://github.com/davidB/kubectl-view-allocations/blob/master/README.md;https://github.com/davidB/kubectl-view-allocations/commit/e02b620c9242649bd7116dc1c850cfb063dc3d2a,Package discovery URL resolved to davidB/kubectl-view-allocations; CC0 licence verified upstream. Upstream commit observed 2026-09-05T16:49:03Z; archived=false.
145,Starship,https://starship.rs/,https://starship.rs/,Starship,https://starship.rs/,https://github.com/starship/starship,,ADD,starship,,foundations-linux-scripting,oss,ISC,active,false,https://github.com/starship/starship;https://github.com/starship/starship/blob/main/LICENSE;https://starship.rs/;https://github.com/starship/starship/blob/main/README.md;https://github.com/starship/starship/commit/864500b26904cd3cc01fc2a19d3ad068bd1517a2,Operational adoption: You want consistent interactive context indicators across development and administration shells. Upstream commit observed 2026-09-07T01:31:00Z; archived=false.
