source_file,line,source_name,source_url,canonical_id,disposition,reason
devopstools_final.md,928,Azure Policy,https://learn.microsoft.com/en-us/azure/governance/policy/,azure-policy,kept,Canonical occurrence retained
6_Security/README.md,60,Azure Policy,https://learn.microsoft.com/en-us/azure/governance/policy/,azure-policy,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1291,Microsoft Learn,https://learn.microsoft.com/en-us/training/,microsoft-learn,kept,Canonical occurrence retained
10_Miscellaneous/README.md,36,Microsoft Learn,https://learn.microsoft.com/en-us/training/,microsoft-learn,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,244,Hyper-V,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/overview,hyper-v,kept,Canonical occurrence retained
devopstools_final.md,258,WSL container,https://learn.microsoft.com/en-us/windows/wsl/wsl-container,wsl-container,kept,Canonical occurrence retained
devopstools_final.md,88,Learn Git Branching,https://learngitbranching.js.org/,learn-git-branching,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,10,Learn Git Branching,https://learngitbranching.js.org/,learn-git-branching,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,648,LearnKube,https://learnkube.com/,learnkube,kept,Canonical occurrence retained
devopstools_final.md,801,Learnkube Kubernetes Instance Calculator,https://learnkube.com/kubernetes-instance-calculator,learnkube-kubernetes-instance-calculator,kept,Canonical occurrence retained
devopstools_final.md,445,Security Contexts,https://learnkube.com/security-contexts,security-contexts,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,16,Security Contexts,https://learnkube.com/security-contexts,security-contexts,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1103,Lefthook,https://lefthook.dev/,lefthook,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,65,Lefthook,https://lefthook.dev/,lefthook,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,517,Lens,https://lenshq.io/,lens,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,62,Lens,https://lenshq.io/,lens,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,250,libvirt,https://libvirt.org/,libvirt,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,160,libvirt,https://libvirt.org/,libvirt,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,251,Lima,https://lima-vm.io/,lima,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,162,Lima,https://lima-vm.io/,lima,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,676,LINSTOR,https://linbit.com/linstor/,linstor,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,172,LINSTOR,https://linbit.com/linstor/,linstor,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,600,Linkerd,https://linkerd.io/,linkerd,kept,Canonical occurrence retained
devopstools_final.md,1017,Linkerd,https://linkerd.io/,linkerd,merged,Merged by normalized canonical URL; provenance preserved
4_Kubernetes-Containers/README.md,119,Linkerd,https://linkerd.io/,linkerd,merged,Merged by normalized canonical URL; provenance preserved
6_Security/README.md,122,Linkerd,https://linkerd.io/,linkerd,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,102,The Linux Command Line,https://linuxcommand.org/tlcl.php,the-linux-command-line,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,23,The Linux Command Line,https://linuxcommand.org/tlcl.php,the-linux-command-line,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,252,Linux Containers (LXC/LXD),https://linuxcontainers.org/,linux-containers-lxc-lxd,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,164,Linux Containers (LXC/LXD),https://linuxcontainers.org/,linux-containers-lxc-lxd,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,245,Incus,https://linuxcontainers.org/fr/incus/introduction/,incus,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,154,Incus,https://linuxcontainers.org/fr/incus/introduction/,incus,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,246,Incus OS,https://linuxcontainers.org/incus-os/,incus-os,kept,Canonical occurrence retained
devopstools_final.md,601,LitmusChaos,https://litmuschaos.io/,litmuschaos,kept,Canonical occurrence retained
devopstools_final.md,1172,Litmus,https://litmuschaos.io/,litmuschaos,merged,Merged by normalized canonical URL; provenance preserved
4_Kubernetes-Containers/README.md,120,LitmusChaos,https://litmuschaos.io/,litmuschaos,merged,Merged by normalized canonical URL; provenance preserved
8_Chaos-Engineering/README.md,26,Litmus,https://litmuschaos.io/,litmuschaos,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1183,llm-d,https://llm-d.ai/,llm-d,kept,Canonical occurrence retained
devopstools_final.md,1205,LM Studio,https://lmstudio.ai/,lm-studio,kept,Canonical occurrence retained
9_AI-MLOps/README.md,32,LM Studio,https://lmstudio.ai/,lm-studio,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,677,Longhorn,https://longhorn.io/,longhorn,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,173,Longhorn,https://longhorn.io/,longhorn,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1243,kubernetes-skill for Claude Code,https://lukasniessen.github.io/kubernetes-skill/,kubernetes-skill-for-claude-code,kept,Canonical occurrence retained
devopstools_final.md,603,Luxury Yacht,https://luxury-yacht.app/,luxury-yacht,kept,Canonical occurrence retained
devopstools_final.md,604,m9sweeper,https://m9sweeper.io/,m9sweeper,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,122,m9sweeper,https://m9sweeper.io/,m9sweeper,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,707,Maintenant,https://maintenant.dev/,maintenant,kept,Canonical occurrence retained
devopstools_final.md,488,Kube-Argus,https://manishchaudhary101.github.io/kube-argus/,kube-argus,kept,Canonical occurrence retained
devopstools_final.md,332,Mantis,https://mantis.getaugur.ai/docs/introduction/overview/,mantis,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,50,Mantis,https://mantis.getaugur.ai/docs/introduction/overview/,mantis,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1154,Mattermost,https://mattermost.com/,mattermost,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,105,Mattermost,https://mattermost.com/,mattermost,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,881,MCPDefender,https://mcpdefender.com/,mcpdefender,kept,Canonical occurrence retained
6_Security/README.md,34,MCPDefender,https://mcpdefender.com/,mcpdefender,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,285,Memcached,https://memcached.org/,memcached,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,212,Memcached,https://memcached.org/,memcached,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,333,Mergify,https://mergify.com/,mergify,kept,Canonical occurrence retained
devopstools_final.md,606,MetalLB,https://metallb.universe.tf/,metallb,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,123,MetalLB,https://metallb.universe.tf/,metallb,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1065,micro,https://micro-editor.github.io/,micro,kept,Canonical occurrence retained
devopstools_final.md,665,MicroK8s,https://microk8s.io/,microk8s,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,163,MicroK8s,https://microk8s.io/,microk8s,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,440,Kubernetes Common Errors & Fixes,https://middleware.io/blog/kubernetes-common-errors-fix/,kubernetes-common-errors-and-fixes,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,11,Kubernetes Common Errors & Fixes,https://middleware.io/blog/kubernetes-common-errors-fix/,kubernetes-common-errors-and-fixes,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1206,Migratowl,https://migratowl.bitkaio.com/,migratowl,kept,Canonical occurrence retained
devopstools_final.md,254,MiniBlue,https://miniblue.io/,miniblue,kept,Canonical occurrence retained
devopstools_final.md,443,Minikube,https://minikube.sigs.k8s.io/docs/,minikube,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,14,Minikube,https://minikube.sigs.k8s.io/docs/,minikube,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,880,mitmproxy,https://mitmproxy.org/,mitmproxy,kept,Canonical occurrence retained
devopstools_final.md,201,Mitogen for Ansible,https://mitogen.networkgenomics.com/ansible_detailed.html,mitogen-for-ansible,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,82,Mitogen for Ansible,https://mitogen.networkgenomics.com/ansible_detailed.html,mitogen-for-ansible,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1184,MLflow,https://mlflow.org/,mlflow,kept,Canonical occurrence retained
9_AI-MLOps/README.md,8,MLflow,https://mlflow.org/,mlflow,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,884,ModSecurity,https://modsecurity.org/,modsecurity,kept,Canonical occurrence retained
6_Security/README.md,35,ModSecurity,https://modsecurity.org/,modsecurity,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,750,Kubernetes Monitoring Mixins,https://monitoring.mixins.dev/kubernetes/,kubernetes-monitoring-mixins,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,45,Kubernetes Monitoring Mixins,https://monitoring.mixins.dev/kubernetes/,kubernetes-monitoring-mixins,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,302,Morpheus Data,https://morpheusdata.com/,morpheus-data,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,232,Morpheus Data,https://morpheusdata.com/,morpheus-data,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,709,Munin,https://munin-monitoring.org/,munin,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,14,Munin,https://munin-monitoring.org/,munin,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1287,Kindling,https://mykindling.io/get-kindling,kindling,kept,Canonical occurrence retained
devopstools_final.md,1121,mypy,https://mypy-lang.org/,mypy,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,81,mypy,https://mypy-lang.org/,mypy,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,404,n8n,https://n8n.io/,n8n,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,164,n8n,https://n8n.io/,n8n,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,334,Nektos Act,https://nektosact.com/,nektos-act,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,52,Nektos Act,https://nektosact.com/,nektos-act,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,957,NetBird,https://netbird.io/,netbird,kept,Canonical occurrence retained
devopstools_final.md,1168,Chaos Monkey,https://netflix.github.io/chaosmonkey/,chaos-monkey,kept,Canonical occurrence retained
8_Chaos-Engineering/README.md,18,Chaos Monkey,https://netflix.github.io/chaosmonkey/,chaos-monkey,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,959,OpenZiti,https://netfoundry.io/docs/openziti/,openziti,kept,Canonical occurrence retained
devopstools_final.md,712,New Relic,https://newrelic.com/platform,new-relic,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,17,New Relic,https://newrelic.com/platform,new-relic,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1323,glances,https://nicolargo.github.io/glances/,glances,kept,Canonical occurrence retained
10_Miscellaneous/README.md,74,glances,https://nicolargo.github.io/glances/,glances,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1066,Ninite,https://ninite.com/,ninite,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,37,Ninite,https://ninite.com/,ninite,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,359,Nix,https://nixos.org/,nix,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,94,Nix,https://nixos.org/,nix,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,614,Nocalhost,https://nocalhost.dev/,nocalhost,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,126,Nocalhost,https://nocalhost.dev/,nocalhost,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,888,Notary Project,https://notaryproject.dev/,notary-project,kept,Canonical occurrence retained
6_Security/README.md,37,Notary Project,https://notaryproject.dev/,notary-project,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,823,ntfy,https://ntfy.sh/,ntfy,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,105,ntfy,https://ntfy.sh/,ntfy,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,405,Numaflow,https://numaflow.numaproj.io/,numaflow,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,166,Numaflow,https://numaflow.numaproj.io/,numaflow,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,336,Octopus Deploy,https://octopus.com/,octopus-deploy,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,54,Octopus Deploy,https://octopus.com/,octopus-deploy,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,89,Oh My Git!,https://ohmygit.org/,oh-my-git,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,11,Oh My Git!,https://ohmygit.org/,oh-my-git,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,667,OKD,https://okd.io/,okd,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,165,OKD,https://okd.io/,okd,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,575,Hybernate,https://okedeji.io/hybernate/,hybernate,kept,Canonical occurrence retained
devopstools_final.md,1207,Ollama,https://ollama.com/,ollama,kept,Canonical occurrence retained
9_AI-MLOps/README.md,34,Ollama,https://ollama.com/,ollama,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1331,OllyGarden,https://ollygarden.com/,ollygarden,kept,Canonical occurrence retained
10_Miscellaneous/README.md,84,OllyGarden,https://ollygarden.com/,ollygarden,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1069,Omarchy,https://omarchy.org/,omarchy,kept,Canonical occurrence retained
devopstools_final.md,1068,Ona (formerly Gitpod),https://ona.com/,ona-formerly-gitpod,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,39,Ona (formerly Gitpod),https://ona.com/,ona-formerly-gitpod,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,335,OneDev,https://onedev.io/,onedev,kept,Canonical occurrence retained
devopstools_final.md,980,OpenBao,https://openbao.org/,openbao,kept,Canonical occurrence retained
devopstools_final.md,417,OpenCode,https://opencode.ai/,opencode,kept,Canonical occurrence retained
devopstools_final.md,1272,OpenFeature,https://openfeature.dev/,openfeature,kept,Canonical occurrence retained
10_Miscellaneous/README.md,14,OpenFeature,https://openfeature.dev/,openfeature,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,418,Open Interpreter,https://openinterpreter.com/,open-interpreter,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,178,Open Interpreter,https://openinterpreter.com/,open-interpreter,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,616,OpenKruise,https://openkruise.io/,openkruise,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,127,OpenKruise,https://openkruise.io/,openkruise,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,767,OpenObserve,https://openobserve.ai/,openobserve,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,59,OpenObserve,https://openobserve.ai/,openobserve,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1148,OpenRun,https://openrun.dev/,openrun,kept,Canonical occurrence retained
devopstools_final.md,768,OpenSearch,https://opensearch.org/,opensearch,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,60,OpenSearch,https://opensearch.org/,opensearch,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1332,openspeedtest,https://openspeedtest.com/,openspeedtest,kept,Canonical occurrence retained
10_Miscellaneous/README.md,86,openspeedtest,https://openspeedtest.com/,openspeedtest,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,221,OpenTaco,https://opentaco.dev/,opentaco,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,118,OpenTaco,https://opentaco.dev/,opentaco,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,751,OpenTelemetry,https://opentelemetry.io/,opentelemetry,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,46,OpenTelemetry,https://opentelemetry.io/,opentelemetry,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,780,OpenTelemetry Collector,https://opentelemetry.io/docs/collector/,opentelemetry-collector,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,72,OpenTelemetry Collector,https://opentelemetry.io/docs/collector/,opentelemetry-collector,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,781,OpenTelemetry eBPF Instrumentation,https://opentelemetry.io/docs/zero-code/obi/,opentelemetry-ebpf-instrumentation,kept,Canonical occurrence retained
devopstools_final.md,179,OpenTofu,https://opentofu.org/,opentofu,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,52,OpenTofu,https://opentofu.org/,opentofu,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1208,Open WebUI,https://openwebui.com/,open-webui,kept,Canonical occurrence retained
9_AI-MLOps/README.md,36,Open WebUI,https://openwebui.com/,open-webui,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,615,OperatorHub,https://operatorhub.io/,operatorhub,kept,Canonical occurrence retained
devopstools_final.md,958,OPNsense,https://opnsense.org/,opnsense,kept,Canonical occurrence retained
6_Security/README.md,81,OPNsense,https://opnsense.org/,opnsense,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,380,ORAS,https://oras.land/,oras,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,126,ORAS,https://oras.land/,oras,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,257,OrbStack,https://orbstack.dev/,orbstack,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,170,OrbStack,https://orbstack.dev/,orbstack,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,890,OSINT Framework,https://osintframework.com/,osint-framework,kept,Canonical occurrence retained
devopstools_final.md,618,OVN-Kubernetes,https://ovn-kubernetes.io/,ovn-kubernetes,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,128,OVN-Kubernetes,https://ovn-kubernetes.io/,ovn-kubernetes,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,856,DependencyCheck,https://owasp.org/www-project-dependency-check/,dependencycheck,kept,Canonical occurrence retained
6_Security/README.md,20,DependencyCheck,https://owasp.org/www-project-dependency-check/,dependencycheck,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,713,Pandora FMS,https://pandorafms.com/community/pandora-fms-downloads/,pandora-fms,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,18,Pandora FMS,https://pandorafms.com/community/pandora-fms-downloads/,pandora-fms,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,960,Pangolin,https://pangolin.net/,pangolin,kept,Canonical occurrence retained
devopstools_final.md,882,MEDUSA,https://pantheonsecurity.io/,medusa,kept,Canonical occurrence retained
devopstools_final.md,897,Parrot Security,https://parrotsec.org/,parrot-security,kept,Canonical occurrence retained
devopstools_final.md,825,PatchMon,https://patchmon.net/,patchmon,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,107,PatchMon,https://patchmon.net/,patchmon,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1245,peerd,https://peerd.ai/,peerd,kept,Canonical occurrence retained
devopstools_final.md,420,Odysseus,https://pewdiepie-archdaemon.github.io/odysseus/,odysseus,kept,Canonical occurrence retained
devopstools_final.md,1136,Piku,https://piku.github.io/,piku,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,92,Piku,https://piku.github.io/,piku,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,278,bbolt,https://pkg.go.dev/go.etcd.io/bbolt#section-readme,bbolt,kept,Canonical occurrence retained
devopstools_final.md,1117,shfmt,https://pkg.go.dev/mvdan.cc/sh/v3,shfmt,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,77,shfmt,https://pkg.go.dev/mvdan.cc/sh/v3,shfmt,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1024,Plane,https://plane.so/,plane,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,5,Plane,https://plane.so/,plane,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1036,Playwright,https://playwright.dev/,playwright,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,14,Playwright,https://playwright.dev/,playwright,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,260,Podman,https://podman.io/,podman,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,172,Podman,https://podman.io/,podman,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,521,Popeye,https://popeyecli.io/,popeye,kept,Canonical occurrence retained
devopstools_final.md,1335,Portabase,https://portabase.io/,portabase,kept,Canonical occurrence retained
devopstools_final.md,844,Burp Suite,https://portswigger.net/burp,burp-suite,kept,Canonical occurrence retained
6_Security/README.md,10,Burp Suite,https://portswigger.net/burp,burp-suite,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,678,Portworx,https://portworx.com/,portworx,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,174,Portworx,https://portworx.com/,portworx,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1102,pre-commit,https://pre-commit.com/,pre-commit,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,64,pre-commit,https://pre-commit.com/,pre-commit,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,619,Predictive Horizontal Pod Autoscaler,https://predictive-horizontal-pod-autoscaler.readthedocs.io/en/latest/,predictive-horizontal-pod-autoscaler,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,129,Predictive Horizontal Pod Autoscaler,https://predictive-horizontal-pod-autoscaler.readthedocs.io/en/latest/,predictive-horizontal-pod-autoscaler,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1115,Prettier,https://prettier.io/,prettier,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,75,Prettier,https://prettier.io/,prettier,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,963,Pritunl,https://pritunl.com/,pritunl,kept,Canonical occurrence retained
6_Security/README.md,83,Pritunl,https://pritunl.com/,pritunl,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1336,PrivateBin,https://privatebin.info/,privatebin,kept,Canonical occurrence retained
10_Miscellaneous/README.md,92,PrivateBin,https://privatebin.info/,privatebin,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1096,Probot DCO,https://probot.github.io/apps/dco/,probot-dco,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,59,Probot DCO,https://probot.github.io/apps/dco/,probot-dco,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,559,HAMi,https://project-hami.io/,hami,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,89,HAMi,https://project-hami.io/,hami,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,620,Project Contour,https://projectcontour.io/,project-contour,kept,Canonical occurrence retained
devopstools_final.md,621,Project Sveltos,https://projectsveltos.io/latest/,project-sveltos,kept,Canonical occurrence retained
devopstools_final.md,714,Prometheus,https://prometheus.io/,prometheus,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,19,Prometheus,https://prometheus.io/,prometheus,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,826,Pulse Relay,https://pulserelay.pro/,pulse-relay,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,108,Pulse Relay,https://pulserelay.pro/,pulse-relay,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,202,Puppet,https://puppet.com/,puppet,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,84,Puppet,https://puppet.com/,puppet,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1318,Diagrams,https://pypi.org/project/diagrams/,diagrams,kept,Canonical occurrence retained
devopstools_final.md,900,pip-audit,https://pypi.org/project/pip-audit/,pip-audit,kept,Canonical occurrence retained
6_Security/README.md,45,pip-audit,https://pypi.org/project/pip-audit/,pip-audit,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,382,Quay,https://quay.io/,quay,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,130,Quay,https://quay.io/,quay,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,769,Quickwit,https://quickwit.io/,quickwit,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,61,Quickwit,https://quickwit.io/,quickwit,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,421,RamaLama,https://ramalama.ai/,ramalama,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,180,RamaLama,https://ramalama.ai/,ramalama,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,668,Rancher,https://rancher.com/,rancher,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,166,Rancher,https://rancher.com/,rancher,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,669,Rancher k3k,https://rancher.github.io/k3k-product-docs/k3k/latest/en/introduction.html,rancher-k3k,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,167,Rancher k3k,https://rancher.github.io/k3k-product-docs/k3k/latest/en/introduction.html,rancher-k3k,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,265,Rancher Desktop,https://rancherdesktop.io/,rancher-desktop,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,182,Rancher Desktop,https://rancherdesktop.io/,rancher-desktop,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,622,Redis Operator,https://redis-operator.opstree.dev/,redis-operator,kept,Canonical occurrence retained
devopstools_final.md,289,Redis,https://redis.io/,redis,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,216,Redis,https://redis.io/,redis,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,902,Red Labs,https://redlabs.enterprisesecurity.io/,red-labs,kept,Canonical occurrence retained
6_Security/README.md,46,Red Labs,https://redlabs.enterprisesecurity.io/,red-labs,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,266,Remmina,https://remmina.org/,remmina,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,184,Remmina,https://remmina.org/,remmina,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1225,reShapr,https://reshapr.io/,reshapr,kept,Canonical occurrence retained
devopstools_final.md,1109,actionlint,https://rhysd.github.io/actionlint/,actionlint,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,70,actionlint,https://rhysd.github.io/actionlint/,actionlint,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1278,Backend Roadmap,https://roadmap.sh/backend,backend-roadmap,kept,Canonical occurrence retained
devopstools_final.md,1283,DevOps Roadmap,https://roadmap.sh/devops,backend-roadmap,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1293,Roadmap.sh,https://roadmap.sh/,backend-roadmap,merged,Merged by normalized canonical URL; provenance preserved
10_Miscellaneous/README.md,24,Backend Roadmap,https://roadmap.sh/backend,backend-roadmap,merged,Merged by normalized canonical URL; provenance preserved
10_Miscellaneous/README.md,30,DevOps Roadmap,https://roadmap.sh/devops,backend-roadmap,merged,Merged by normalized canonical URL; provenance preserved
10_Miscellaneous/README.md,38,Roadmap.sh,https://roadmap.sh/,backend-roadmap,merged,Merged by normalized canonical URL; provenance preserved
